tab-94.csv, 0.613604 0.0886047 0.487628 0.0776493 0.407543 0.407106 0.0660098 0.348821 0.110998 0.808235 , 0.533435s
21100183.csv, 0.0395507 0.381336 0.321611 0.118165 0.0126333 0.109892 0.306006 0.404912 0.980118 0.833229 0.930254 0.881486 0.561616 0.593015 0.918285 0.984481 0.134307 0.296506 0.0620209 0.274979 0.112295 0.045111 0.300167 0.162281 0.165804 0.315143 0.279263 0.0711768 0.249552 0.0611071 0.0666608 0.200349 0.137796 0.281958 0.663274 0.0633687 0.364018 0.989977 0.930239 0.726266 0.132825 0.0576427 0.68412 0.229735 0.00131987 0.08018 0.307389 0.348952 0.136289 0.726612 0.160135 0.371995 0.319748 0.420063 0.0635055 0.45545 0.290482 0.0235403 0.120558 0.164741 0.308011 0.349851 0.388133 0.192332 , 2.36243s
21100245.csv, 0.241644 0.83598 0.695974 0.552704 0.0401394 0.258998 0.0848354 0.549227 0.868271 0.032655 0.840629 0.0576059 0.997672 0.466375 0.354785 0.383675 0.335288 0.614878 0.371417 0.0421292 0.116073 0.348698 0.0178785 0.134536 0.624559 0.128104 0.831535 0.491616 0.473472 0.083898 0.433852 0.398505 0.420737 0.487813 , 0.583292s
artpublic.csv, 0.0128951 0.403555 0.214333 0.402401 0.737238 0.296327 0.218868 0.288001 0.453184 0.437904 0.205938 0.0683825 0.720277 0.10234 0.449137 0.283183 0.467422 0.305232 0.409642 0.375179 0.0230491 0.346345 0.925918 0.181562 0.401334 0.31527 0.0170324 0.351565 0.192305 0.44598 0.458187 0.779129 0.544364 0.0461363 0.64581 0.218312 0.236302 0.286129 0.443646 0.354602 0.358577 0.481561 0.863186 0.429617 0.177557 0.534419 0.928502 0.453285 0.461825 0.22317 0.0215697 0.147676 0.328637 0.490199 0.413365 0.101502 0.365917 0.439741 0.261976 0.536675 0.203089 0.958561 0.650219 0.0131101 0.479838 0.0928468 0.409001 0.200455 0.468985 0.25938 0.678448 0.0210153 0.497321 0.410082 0.253677 0.187066 0.123624 0.348995 0.234543 0.12584 0.3168 0.52105 0.22214 0.736463 0.378031 0.3961 0.467294 0.172644 0.344623 0.230073 0.0874901 0.706753 0.0600443 0.220472 0.323523 0.601673 0.951095 0.0289156 0.210393 0.412797 0.340897 0.00208063 0.690985 0.333228 0.586138 0.129403 0.375204 0.0139555 0.532062 0.0913504 0.125885 0.0254409 0.095898 0.000180299 0.294925 0.275762 0.44465 0.341819 0.228297 0.20301 0.24292 0.11071 0.488395 0.493215 0.490115 0.402861 0.0490149 0.372286 0.242575 0.946416 0.0335769 0.354477 0.00204148 0.00659557 0.271718 0.983317 0.0485259 0.186101 0.880826 0.380851 0.181498 0.155951 0.0805166 0.166613 0.172338 0.252096 0.181185 0.171491 0.23706 0.0158432 0.682184 0.152736 0.996537 0.128895 0.215422 0.320055 0.0621118 0.311154 0.178349 0.19083 0.334338 0.125456 0.095 0.433191 0.103176 0.096385 0.553146 0.496236 0.249116 0.0807722 0.33789 0.281517 0.0375877 0.750411 0.382071 0.303554 0.468184 0.395427 0.446386 0.10112 0.0398469 0.886819 0.162511 0.361041 0.200422 0.396712 0.284369 0.479864 0.371257 0.492833 0.206857 0.137616 0.152828 0.0157822 0.359622 0.240635 0.244336 0.405606 0.355676 0.0790982 0.911895 0.358717 0.240306 0.324804 0.41824 0.774993 0.405518 0.756402 0.987974 0.495329 0.0810141 0.4465 0.00901756 0.12843 0.232309 0.496664 0.905985 0.0523472 0.0989315 0.088183 0.45924 0.139292 0.402655 0.920288 0.262008 0.269034 0.424522 0.356055 0.0356652 0.151163 0.248692 0.233258 0.83251 0.441721 0.29806 0.210528 0.61435 0.661998 0.0507927 0.00887329 0.225196 0.192874 0.301788 0.247488 0.439778 0.064744 0.199427 0.205758 0.483625 0.0196534 0.187563 0.256132 0.855825 0.0708216 0.472485 , 27.455s
ccsf_en.csv, 0.00410858 0.44027 0.314784 0.904871 0.89701 0.959426 0.894456 0.417149 0.237206 0.137248 0.410526 0.10011 0.319204 0.847334 0.389489 0.513297 0.28258 0.798127 0.643661 0.789152 0.268096 0.281765 0.497731 0.161696 0.884835 0.493023 0.615204 0.629013 0.51683 0.930697 0.46277 0.10981 0.204712 0.937317 0.227994 0.380672 0.303718 0.963958 0.425274 0.763992 0.0727871 0.471343 0.177352 0.158275 0.161104 0.437753 0.596762 0.567409 0.288727 0.00420096 0.136656 0.451292 0.258626 0.290541 0.303491 0.301896 0.444128 0.0986015 0.414783 0.699098 0.855375 0.76371 0.580662 0.341099 0.482551 0.139626 0.5434 0.466162 0.513918 0.728892 0.439948 0.138754 0.249801 0.589392 0.304186 0.13014 0.8884 0.830899 0.855622 0.499385 0.481445 0.575473 0.465416 0.249885 0.359381 0.427725 0.20796 0.498721 0.062759 0.0548959 0.89836 0.488752 0.934405 0.152631 0.362333 0.900036 0.284483 0.407175 0.507081 0.18462 0.606538 0.4041 0.37658 0.280572 0.979221 0.268501 0.0338267 0.0185572 0.0218875 0.0476843 0.730167 0.416586 0.330681 0.0497754 0.13566 0.176471 0.796758 0.988521 0.2343 0.714284 0.712445 0.00514352 0.465751 0.209959 0.336038 0.469417 0.218598 0.879151 0.0618777 0.976756 0.297149 0.229828 0.246977 0.63805 0.736794 0.661814 0.97246 0.132962 0.0518885 0.0253921 0.34384 0.658957 0.885169 0.320429 0.123122 0.0810954 0.299918 0.147942 0.678615 0.188415 0.335699 0.142891 0.111804 0.216617 0.721968 0.448091 0.499825 0.153458 0.0546372 0.966558 0.820631 0.576158 0.933739 0.183864 0.178812 0.465116 0.641627 0.102205 0.348059 0.3808 0.0313412 0.793203 0.924052 0.910943 0.0992832 0.322804 0.245637 0.010948 0.468448 0.848377 0.5523 0.894559 0.267968 0.475029 0.458242 0.358573 0.116403 0.385694 0.0906515 0.150507 0.405663 0.471077 0.161604 0.641553 0.495335 0.446718 0.910207 0.448365 0.249593 0.521331 0.279375 0.0296427 0.411041 0.184252 0.168325 0.196742 0.550184 0.726662 0.373017 0.29062 0.359546 0.901784 0.202635 0.488325 0.0266225 0.100613 0.0690256 0.144626 0.348799 0.807843 0.274373 0.238754 0.0118082 0.0108977 0.240041 0.761204 0.0217396 0.0338095 0.425923 0.274549 0.157745 0.421609 0.273297 0.927775 0.071121 0.15076 0.274024 0.122186 0.254053 0.662444 0.119492 0.135454 0.25208 0.327282 0.380237 0.533946 0.406238 0.199048 0.921876 0.0541384 0.456025 0.993898 0.411501 0.776102 0.393584 0.55803 0.664203 0.338396 0.73547 0.23574 0.106609 0.391182 0.507775 0.128706 0.190671 0.420929 0.184306 0.966824 0.112867 0.000705471 0.509297 0.727697 0.923298 0.402145 0.964491 0.923518 0.0738342 0.297529 0.921348 0.707822 0.712953 0.172205 0.961425 0.506778 0.195849 0.30396 0.383052 0.775559 0.123226 0.00469988 0.687869 0.0778372 0.836238 0.382638 0.240512 0.497183 0.162588 0.413789 0.955855 0.461921 0.469257 0.00215407 0.219785 0.276602 0.296713 0.515991 0.127788 0.226489 0.160454 0.437943 0.399482 0.379611 0.333962 0.364038 0.0909161 0.119896 0.442038 0.169744 0.379821 0.272233 0.0708141 0.884604 0.686229 0.356084 0.823385 0.24289 0.543702 0.0656641 0.716627 0.466085 0.395357 0.0239437 0.171301 0.32981 0.675795 0.0975899 0.026831 0.109979 0.179159 0.604936 0.896556 0.807131 0.380443 0.232107 0.377595 0.312551 0.935117 0.162932 0.451062 0.306928 0.461688 0.0587868 0.939251 0.224903 0.141979 0.316417 0.759462 0.119403 0.788889 0.171195 0.910546 0.345987 0.668902 0.796028 0.465897 0.145318 0.0311622 0.116208 0.89746 0.537689 0.956159 0.3824 0.31909 0.827982 0.270401 0.427834 0.161521 0.39512 0.215552 0.31186 0.589565 0.0451261 0.358406 0.96838 0.184909 0.135274 0.259673 0.486421 0.4588 0.520072 0.0675394 0.903306 0.0739272 0.241355 0.139425 0.703816 , 316.729s
dados.csv, 0.970677 0.113303 0.457929 0.356097 0.61397 0.422729 0.237227 0.397612 , 379.374s
covid-line-list.csv, 0.0233521 0.0233873 0.333368 0.252852 0.126537 0.698467 0.226112 0.309569 0.163656 0.41482 0.0869396 0.358218 0.439174 0.391695 0.0922945 0.313782 0.463865 0.317425 0.316943 0.33645 0.288969 0.261583 0.400655 0.164741 0.376465 0.208056 0.19898 0.276904 0.244812 0.0529585 0.0898783 0.217531 0.0496011 0.396281 0.185902 0.148385 0.0726998 0.121501 0.137642 0.0259384 0.27219 0.330601 0.348995 0.0931405 0.390917 0.339741 0.402754 0.38817 0.191947 0.276848 0.311406 0.319074 0.0921226 0.17171 0.275675 0.0251124 0.136211 0.0260972 0.237718 0.275768 0.00165249 0.177117 0.426121 0.329337 0.449658 0.0183696 0.240685 0.494954 , 309.452s
estimations.csv, 0.813105 0.571723 0.787376 0.956406 0.500545 0.733865 0.850776 0.512615 0.513163 0.980688 0.657306 0.873041 0.750417 0.642242 0.793848 0.913633 0.654133 0.542531 0.581665 0.565809 0.505083 0.570104 0.909182 0.794511 0.667031 0.913999 0.594426 0.952804 0.851943 0.907839 0.584194 0.611308 0.757795 0.644805 0.62833 0.994657 0.555321 0.579547 0.881334 0.580639 0.738867 0.987171 0.909552 0.974691 0.868801 0.755298 0.863561 0.625816 0.990173 0.745902 0.594312 0.744097 0.758959 0.822013 0.851718 0.753803 0.649649 0.548958 0.927073 0.93875 0.905845 0.645647 0.659473 0.975593 0.928653 0.982987 0.698666 0.507248 0.6117 0.698981 0.572261 0.50993 0.548478 0.568963 0.617775 0.510159 0.966558 0.857605 0.701539 0.815951 0.785463 0.822727 0.525039 0.805685 0.647021 0.669955 0.582277 0.592071 0.62214 0.773751 0.824335 0.537194 0.81041 0.749873 0.875126 0.744447 0.972299 0.608255 0.596984 0.977457 0.752434 0.698795 0.992149 0.884701 0.770209 0.703687 0.546466 0.913947 0.562923 0.943634 0.996369 0.597443 0.881361 0.87317 0.649367 0.673436 0.92914 0.999875 0.601697 0.575771 0.809979 0.585865 0.649509 0.86481 0.750611 0.643886 0.997287 0.923004 0.635321 0.733315 0.875134 0.975112 0.965192 0.99858 0.51782 0.846551 0.836421 0.551189 0.994799 0.606458 0.832387 0.738217 0.574738 0.977634 0.71783 0.885816 0.979002 0.895556 0.710388 0.605163 0.844027 0.886559 0.635172 0.798339 0.885601 0.512914 0.796541 0.574504 0.594169 0.840532 0.61763 0.870406 0.831799 0.555999 0.817555 0.939113 0.995965 0.57616 0.876405 0.560068 0.598129 0.715985 0.712753 0.831183 0.680336 0.749609 0.698913 0.538253 0.845456 0.607403 0.868909 0.754841 0.984847 0.743297 0.986113 0.920832 0.962948 0.666897 0.584973 0.612329 0.743714 0.527283 0.796037 0.971197 0.749406 0.989059 0.507044 0.714102 0.206614 0.966607 0.7309 0.678171 0.446883 0.965185 0.152027 0.200902 0.295851 0.158917 0.935879 0.760891 0.362622 0.359676 0.010238 0.269973 0.185975 , 9.22779s
liz-friedman-covid.csv, 0.0276298 0.309788 0.41469 0.289245 0.270527 0.272048 0.290352 0.495819 0.445997 0.180863 0.272307 0.0514802 0.173639 0.336078 0.288742 0.397612 0.52174 0.40289 0.44136 0.165535 0.13688 0.375044 0.206017 0.33283 0.161229 0.163616 0.177082 0.346425 0.276713 0.129096 0.435395 0.224319 0.408453 0.256096 , 1.18255s
accidental_deaths.csv, 0.00562289 0.077845 0.472658 0.490208 0.358323 0.217789 0.551881 0.326026 0.271847 0.489592 0.295154 0.286011 0.484123 0.0226572 0.194638 0.101964 0.425388 0.355755 0.128705 0.306082 0.332587 0.222153 0.468468 0.133499 0.156659 0.4685 0.108556 0.00514199 0.22139 0.125413 0.464933 0.228621 0.00227381 0.057029 0.0106674 0.116533 0.434506 0.219723 0.0483423 0.228814 0.216163 0.337848 0.222434 0.398738 0.328371 0.4676 0.474025 0.085723 0.424403 0.279356 0.217476 0.0360472 0.206841 0.212053 0.362666 0.207085 0.106544 0.0625711 0.310583 0.466985 0.470272 0.10351 0.96803 0.273149 0.148385 0.435257 0.236688 0.615844 0.105663 0.429399 0.99772 0.182684 0.0588702 0.00663152 0.337027 0.0798707 0.0486038 0.341206 0.469458 0.252433 0.532059 0.253066 0.261016 0.176501 0.334185 0.191235 0.41905 0.196101 0.332754 0.473839 0.106364 0.0239614 0.314302 0.0662793 0.189113 0.420732 0.0709728 0.136867 0.157767 0.739753 0.101601 0.16879 0.0380493 0.0964632 0.215741 0.149018 0.0755618 0.0120206 0.378702 0.411416 0.497548 0.368446 0.214171 0.183614 0.310781 0.0625263 0.467958 0.348561 0.0684321 0.37271 0.267821 0.493953 0.449123 0.204843 0.151733 0.087168 0.239442 0.287341 0.429149 0.368317 0.429492 0.106094 0.360886 0.497868 0.116537 0.267328 0.370082 0.296513 0.435565 0.466365 0.363133 0.161355 0.412647 0.246289 0.318254 0.394289 0.44561 0.200471 0.351112 0.480889 0.426299 0.219109 0.239379 0.0700925 0.00996053 0.029409 0.639032 0.148699 0.105086 0.30623 0.29321 0.298458 0.453742 0.0781052 0.326456 0.0620391 0.296174 0.437783 0.238029 0.0336134 0.487636 0.452896 0.408235 0.428657 0.00240302 0.176927 0.0682773 0.478194 0.21855 0.0596509 0.361113 0.469967 0.490338 0.246684 0.916821 0.523849 0.42121 0.0448049 0.34699 0.296822 0.467032 0.363457 0.0990812 0.397168 0.246762 0.24515 0.249747 0.28488 0.182711 0.411171 0.379156 0.0732664 0.0498222 0.348839 0.0465026 0.0507795 0.0429036 0.401602 0.0971988 0.168084 0.245214 0.442186 0.46206 0.0225285 0.369177 0.389956 0.999789 0.363667 0.203193 0.341695 0.465732 0.422847 0.232595 0.270439 0.277541 0.357528 0.194131 0.298451 0.781657 0.126151 0.131262 0.465508 0.305711 0.305715 0.0246973 0.459599 0.410782 0.409758 0.293083 0.249679 0.397779 0.210441 0.271495 0.07168 0.398126 0.106989 0.0170469 0.339474 0.230434 0.391732 0.834695 0.093156 0.269079 0.274622 0.442279 0.178773 0.17389 0.479489 0.09544 0.381603 0.330182 0.208397 0.144711 0.399941 0.372427 0.262814 0.321425 0.0489714 0.127806 0.00259415 0.374454 0.307342 0.0355034 0.224005 0.0479108 0.193535 0.373529 0.24494 0.0935233 0.136259 0.141159 0.275837 0.757789 0.358998 0.407276 0.212573 0.188142 0.948839 0.178635 0.251001 0.439965 0.313955 0.286075 0.0748326 0.100748 0.230255 0.234802 0.220209 0.106369 0.15497 0.303108 0.175222 0.210201 0.236562 0.169132 0.272037 0.361513 0.0933281 0.229308 0.483443 0.28027 0.0309887 0.224103 0.0191034 0.126093 0.258776 0.390774 0.380892 0.338552 0.460451 0.460672 0.49078 0.0173284 0.205955 0.290495 0.169881 0.396186 0.154591 0.494469 0.143868 0.163961 0.154777 0.232729 0.199842 0.424485 0.0645274 0.477495 0.08062 0.0562935 0.0161548 0.0471356 0.0870998 0.400509 0.433649 0.457716 0.400271 0.28488 0.01375 0.305518 0.0859669 0.488015 0.0963422 0.0982832 0.471038 0.434197 0.0255471 0.101628 0.327485 0.0348442 0.141168 0.217937 0.00565861 0.298863 0.317855 0.0802593 0.466544 0.163551 0.347195 0.0139526 0.21147 0.474822 0.145109 0.333042 0.874701 0.0702201 0.437229 0.107459 0.0835119 0.345046 0.321952 0.0770299 0.439535 0.282167 0.183651 0.236561 0.0392483 0.020512 0.101777 0.409875 0.358833 0.0829892 0.0780468 0.0956196 0.267985 0.158709 0.423467 0.392093 0.158168 0.213215 0.835913 0.257577 0.211738 0.337455 0.773981 0.400127 0.262216 0.302723 0.137032 0.42833 0.117501 0.377579 0.105479 0.400145 0.289227 0.281883 0.491559 0.331864 0.182499 0.0189762 0.487255 0.252933 0.176352 0.35589 0.256381 0.446689 0.494583 0.344871 0.365314 0.287397 0.74264 0.205792 0.165605 0.426396 0.394132 0.475664 0.176635 0.0656023 0.148729 0.463367 0.19529 0.290046 0.0923708 0.658357 0.125666 0.0662301 0.455943 0.344313 0.38766 0.254086 , 314.11s
children_injured.csv, 0.00355852 0.309538 0.346965 0.433832 0.16165 0.357122 0.109016 0.117149 0.261404 0.158115 0.492296 0.0039212 0.270916 0.0723298 0.218145 0.574643 0.490717 0.168158 0.125155 0.0489007 0.0753951 0.493852 0.277907 0.271933 0.0221692 0.11272 0.435757 0.152998 0.488105 0.313194 0.21113 0.925809 0.0394399 0.0693922 0.155422 0.253815 0.496315 0.0031714 0.458554 0.039165 0.318742 0.247026 0.214976 0.449996 0.32091 0.439815 0.191429 0.126079 0.254868 0.433104 0.421614 0.597307 0.417797 0.279676 0.47181 0.0565474 0.479246 0.271257 0.100331 0.00819973 0.488804 0.165196 0.0148259 0.479826 0.260355 0.467161 0.44152 0.45209 0.390821 0.1802 0.0876953 0.346656 0.431737 0.339903 0.39664 0.314051 0.104853 0.24921 0.332237 0.369914 0.282377 0.267157 0.478427 0.37144 0.405522 0.296924 0.015112 0.499459 0.214241 0.01156 0.432984 0.191521 0.216978 0.268325 0.16376 0.44075 0.423961 0.288285 0.351545 0.253852 0.162113 0.43583 0.462226 0.269104 0.448798 0.244435 0.2166 0.117945 0.270676 0.22764 0.335047 0.21752 0.330227 0.0143485 0.0131845 0.374814 0.135701 0.392934 0.112518 0.00418773 0.170679 0.354865 0.292811 0.267532 0.0649229 0.485579 0.450327 0.458111 0.0570729 0.0636841 0.303779 0.00140042 0.237322 0.222032 0.359147 0.0162063 0.417195 0.0774037 0.154841 0.0962456 0.135276 0.347569 0.246484 0.170644 0.268374 0.282128 0.476735 0.350225 0.304374 0.433096 0.373314 0.445307 0.190941 0.228435 0.483127 0.258389 0.427673 0.197153 0.112511 0.491125 0.22898 0.470646 0.135428 0.351639 0.373429 0.0294506 0.0709375 0.269563 0.130339 0.173568 0.479067 0.297852 0.0324366 0.465344 0.0370777 0.149093 0.251626 0.339023 0.310567 0.462611 0.0938668 0.421762 0.363453 0.223928 0.13377 0.10728 0.260737 0.159012 0.0493628 0.270892 0.0236273 0.052731 0.345033 0.0316242 0.427722 0.123185 0.309513 0.0915258 0.176317 0.290141 0.363981 0.186081 0.0683039 0.00508291 0.173795 0.179105 0.246542 0.110267 0.391839 0.468119 0.0531002 0.292271 0.165142 0.348943 0.300997 0.201403 0.38022 0.30865 0.204902 0.422421 0.400227 0.445833 0.00980228 0.0299917 0.475928 0.485085 0.191254 0.147185 0.148948 0.0326791 0.022226 0.144865 0.401408 0.102633 0.210672 0.0392447 0.255672 0.167943 0.280176 0.184977 0.173713 0.103875 0.136589 0.0958283 0.204894 0.0856498 0.0557622 0.373969 0.472518 0.372124 0.320393 0.338508 0.183228 0.389695 0.464556 0.326968 0.090614 0.0933291 0.19414 0.0217919 0.173022 0.44512 0.245084 0.0652542 0.384997 0.286181 0.350496 0.414529 0.236167 0.0452164 0.253686 0.420866 0.498841 0.178734 0.225313 0.454996 0.353394 0.464976 0.0142324 0.234596 0.447384 0.14497 0.399467 0.345608 0.240583 0.439473 0.070739 0.3452 0.19173 0.493199 0.32011 0.169116 0.0213784 0.244349 0.081436 0.171333 0.384936 0.228737 0.0279659 0.397977 0.148859 0.0840645 0.44423 0.0210758 0.210056 0.418128 0.352951 0.379375 0.310251 0.180941 0.298611 0.432051 0.132312 0.487091 0.860264 0.416213 0.283325 0.160863 0.137479 0.410472 0.142651 0.217718 0.218014 0.0882317 0.443603 0.0548486 0.678619 , 310.236s
children_killed.csv, 0.00351211 0.421273 0.161354 0.369259 0.0530438 0.347495 0.0801874 0.016869 0.217028 0.374455 0.371495 0.367437 0.488612 0.319442 0.452542 0.472269 0.453302 0.129538 0.433691 0.323906 0.0880181 0.497563 0.034517 0.283373 0.0533258 0.226084 0.286336 0.137103 0.171849 0.458458 0.220438 0.0706949 0.240059 0.00373097 0.00956201 0.214239 0.288462 0.374868 0.282652 0.200141 0.224842 0.330628 0.474334 0.410029 0.122402 0.0842334 0.22932 0.315168 0.301292 0.381154 0.166185 0.101164 0.243886 0.335749 0.0835174 0.0608595 0.139754 0.14364 0.210973 0.325867 0.334881 0.44709 0.277162 0.168188 0.484169 0.288511 0.458681 0.20268 0.191328 0.426081 0.0423236 0.352062 0.289664 0.456383 0.0787835 0.2481 0.368224 0.265109 0.208923 0.242494 0.0461971 0.0236387 0.0840188 0.489839 0.11202 0.0692708 0.0618001 0.336619 0.275375 0.104376 0.436515 0.0807042 0.167798 0.112832 0.12718 0.314411 0.1399 0.448898 0.11579 0.345411 0.126937 0.1063 0.349226 0.182986 0.0424513 0.252559 0.410618 0.303943 0.275917 0.204269 0.0498444 0.416955 0.466277 8.48638e-06 0.423219 0.210349 0.238185 0.16493 0.235237 0.417615 0.491092 0.0756336 0.487694 0.378083 0.0192908 0.0248933 0.357351 0.158033 0.407666 0.379784 0.100427 0.289063 0.162945 0.276384 0.0682755 0.032431 0.206008 0.174671 0.0533783 0.484034 0.200409 0.416847 0.099152 0.113436 0.0814213 0.233916 0.300638 0.0157027 0.231037 0.0849201 0.357386 0.295466 0.403554 0.0440324 0.330001 0.253065 0.0354757 0.260953 0.160543 0.483795 0.159569 0.195485 0.191068 0.220477 0.398421 0.051854 0.25918 0.445488 0.289895 0.322931 0.111825 0.497574 0.179128 0.19034 0.324864 0.273756 0.481186 0.329124 0.442646 0.30128 0.0819431 0.146888 0.330659 0.163187 0.121035 0.419966 0.317037 0.395381 0.476892 0.284667 0.291346 0.367225 0.411452 0.486686 0.0153893 0.317976 0.0127127 0.363961 0.251209 0.159249 0.206297 0.313024 0.186345 0.27776 0.264629 0.122366 0.0594428 0.124933 0.408176 0.309616 0.0966421 0.482307 0.114983 0.366683 0.458483 0.424541 0.0307803 0.147305 0.192187 0.0294137 0.144322 0.186664 0.00572602 0.172366 0.0673758 0.873355 0.251862 0.110333 0.305383 0.375166 0.097044 0.0375868 0.189073 0.0940223 0.1735 0.126514 0.155597 0.252623 0.303379 0.294113 0.285194 0.291198 0.106461 0.206745 0.459303 0.48992 0.345164 0.133381 0.126147 0.477772 0.260281 0.297408 0.0200672 0.304045 0.290253 0.389946 0.294448 0.327386 0.472092 0.376994 0.444069 0.361828 0.10226 0.449447 0.485193 0.421683 0.567234 0.479202 0.452462 0.0530715 0.208865 0.0543935 0.299096 0.311704 0.0552529 0.165142 0.0307953 0.26761 0.684001 0.114047 0.0107966 0.0950499 0.470824 0.0176734 0.261716 0.182852 0.0515129 0.482085 0.234001 0.0181314 0.277549 0.0454974 0.0351627 0.0475339 0.194348 0.155945 0.497372 0.349871 0.0612665 0.114583 0.36236 0.437129 0.268443 0.397834 0.0450951 0.106982 0.0212389 0.213049 0.0959811 0.328427 0.127791 0.0624093 0.304157 0.0188816 0.385543 0.40569 0.0773104 0.383151 0.433984 0.0332372 0.767069 0.0407918 0.420187 0.213143 0.386321 0.359095 0.051232 0.434577 0.170397 0.399724 0.0437311 0.468642 0.776718 0.0964091 0.258557 0.37367 0.230321 0.311688 0.477044 0.406063 0.435397 0.0283033 0.304544 0.302021 0.363586 0.210565 0.283511 0.455006 0.170811 0.244526 0.424992 0.324513 0.392622 0.648763 0.43878 0.404208 0.0952076 0.45794 0.125673 0.0243947 0.332055 0.142681 0.0970594 0.492431 0.0015132 0.0990252 0.262116 0.272989 0.0941968 0.180321 0.030184 0.138782 0.167434 0.176026 0.230471 0.0186592 0.268941 0.309743 0.186824 0.197585 0.289389 0.476587 0.467773 0.0332697 0.2563 0.203026 0.0118884 0.196191 0.230873 0.0419377 0.267959 0.0187481 0.213544 0.25862 0.0514228 0.449326 0.21661 0.313016 0.0969364 0.0631809 0.345475 0.401297 0.25044 0.924794 , 312.3s
