tab-12.csv, 0.101782 0.152859 0.245958 0.160681 0.362394 0.276878 0.356174 0.896765 0.0802338 0.48114 0.424131 0.472067 0.336604 , 0.0135141s
tab-14.csv, 0.269243 0.152859 0.000239229 0.0322387 0.703105 0.400763 0.0797607 0.30852 0.49696 0.0500725 0.288679 0.18903 0.440768 , 0.0091175s
tab-15.csv, 0.0762741 0.345991 0.412321 0.297275 0.393726 0.180968 0.399285 0.0456487 0.0542338 0.366028 0.428312 0.349167 0.748227 0.0762095 0.839486 0.18188 0.429066 0.184339 0.473962 0.303474 0.495075 0.845194 , 0.0162131s
tab-35.csv, 0.0224693 0.127713 0.335853 0.912363 0.0350879 0.458883 0.231734 0.144065 0.498196 0.171679 0.146153 0.228455 0.266787 0.422946 0.236977 0.42532 0.447462 0.395066 0.225984 0.206421 0.11842 0.359233 0.379748 0.012867 0.32118 0.440793 0.665037 0.214283 0.052871 0.418771 0.420608 0.205687 0.205964 0.166283 0.787784 0.273253 , 0.0319129s
tab-36.csv, 0.763553 0.0848377 0.246377 0.374271 0.424129 0.0809926 0.407676 0.750761 0.193907 0.153351 0.272307 0.00544567 0.267256 0.117751 0.777061 0.421425 0.311722 0.20307 , 0.0135587s
tab-37.csv, 0.0366832 0.191186 0.345342 0.102797 0.301176 0.537735 0.158412 0.447412 0.223412 0.407408 0.243761 0.380518 0.0200712 0.0528259 0.211994 0.344434 0.115745 0.0434813 0.0166779 0.218214 0.288889 0.251072 0.031789 0.301265 0.360416 0.116332 0.207619 0.0219818 0.876984 0.149355 0.307819 0.280577 0.219261 0.141543 0.00270333 0.149641 0.265936 0.166807 0.245958 0.140113 0.084687 0.129665 0.330156 0.167269 0.480081 0.242622 0.114933 0.126354 0.173634 0.846841 0.105046 0.205648 0.402014 0.278017 0.0498601 0.414769 0.439507 0.757983 0.00779059 0.279979 0.207377 0.459444 0.955324 , 0.0968162s
tab-38.csv, 0.022467 0.0606629 0.219274 0.538291 0.489041 0.439691 0.48299 0.177851 0.843462 0.04687 0.539293 0.115485 0.343836 0.297266 0.311895 0.442772 0.314469 0.361817 0.152561 0.0365551 0.396563 0.459264 0.430972 0.0429845 0.302216 0.0154391 0.384775 0.0666641 0.208512 0.391656 0.116918 0.237649 0.312029 0.166756 0.0719472 0.747247 0.447704 0.78357 0.0102513 0.214211 0.0769124 0.418542 0.137323 0.0137003 0.00792182 0.395203 0.0998345 0.333743 0.132935 0.495516 0.389326 0.241906 , 0.0631s
tab-42.csv, 0.0287827 0.0166859 0.86477 0.151441 0.372533 0.26465 0.369574 0.350588 0.484972 0.422742 0.307796 0.236964 0.348255 0.116098 0.200829 0.857896 0.0919845 0.326689 0.372018 0.425616 0.0507815 0.494162 0.118474 0.242984 0.142141 0.384915 0.140325 0.86887 0.000242941 0.111728 0.236849 0.128046 0.165273 0.749978 0.444052 0.418087 0.0743197 0.144931 0.037837 0.14858 0.204069 0.474214 0.434843 0.156482 0.231033 0.202254 0.313827 0.241501 0.133469 0.348517 0.0575588 0.305919 0.0664596 0.0769717 0.0448454 0.383505 0.238318 0.098438 0.301954 0.358556 0.746046 , 0.0813479s
tab-45.csv, 0.0912867 0.480507 0.10493 0.242045 0.986663 0.142496 0.498888 0.618156 0.702465 0.672518 0.418948 0.791579 0.789618 0.08018 0.350627 0.0575588 0.0785785 0.44153 0.132716 0.350915 0.117067 0.636096 0.913287 0.167483 0.104568 0.63643 0.700969 0.0315861 0.82186 0.706242 0.541296 0.0117066 0.422034 0.295041 0.370642 0.33945 0.947249 0.0801148 0.558642 0.547592 0.0835007 0.452318 0.845604 0.692493 0.429931 0.08163 0.275381 0.247103 , 0.0130761s
tab-47.csv, 0.0696346 0.385619 0.0275684 0.893405 0.151903 0.290131 0.259148 0.480186 0.44375 0.0861604 0.240268 0.315231 0.695513 0.501348 0.0631064 0.324609 0.992697 0.0419512 0.0357174 0.329615 0.443103 0.475386 0.00735626 0.215675 0.416929 0.448248 0.114237 0.175371 0.455852 0.261955 0.191428 0.247819 0.3989 0.183665 , 0.0229145s
